word,normalized_word,category
does,does,Common_English
own,own,Common_English
things,things,Common_English
under,under,Common_English
during,during,Common_English
ive,ive,Common_English
again,again,Common_English
next,next,Common_English
each,each,Common_English
mr,mr,Common_English
without,without,Common_English
against,against,Common_English
didnt,didnt,Common_English
found,found,Common_English
must,must,Common_English
show,show,Common_English
big,big,Common_English
sure,sure,Common_English
ever,ever,Common_English
might,might,Common_English
please,please,Common_English
free,free,Common_English
second,second,Common_English
someone,someone,Common_English
away,away,Common_English
left,left,Common_English
days,days,Common_English
lot,lot,Common_English
play,play,Common_English
until,until,Common_English
company,company,Common_English
doing,doing,Common_English
few,few,Common_English
hes,hes,Common_English
let,let,Common_English
real,real,Common_English
called,called,Common_English
different,different,Common_English
having,having,Common_English
set,set,Common_English
thought,thought,Common_English
done,done,Common_English
however,however,Common_English
getting,getting,Common_English
god,god,Common_English
government,government,Common_English
looking,looking,Common_English
public,public,Common_English
women,women,Common_English
business,business,Common_English
care,care,Common_English
system,system,Common_English
times,times,Common_English
already,already,Common_English
anything,anything,Common_English
case,case,Common_English
nothing,nothing,Common_English
today,today,Common_English
enough,enough,Common_English
everything,everything,Common_English
full,full,Common_English
live,live,Common_English
making,making,Common_English
theres,theres,Common_English
told,told,Common_English
yet,yet,Common_English
bad,bad,Common_English
doesnt,doesnt,Common_English
four,four,Common_English
hard,hard,Common_English
mean,mean,Common_English
once,once,Common_English
support,support,Common_English
tell,tell,Common_English
including,including,Common_English
seen,seen,Common_English
states,states,Common_English
based,based,Common_English
call,call,Common_English
men,men,Common_English
national,national,Common_English
small,small,Common_English
took,took,Common_English
white,white,Common_English
came,came,Common_English
far,far,Common_English
though,though,Common_English
try,try,Common_English
went,went,Common_English
yes,yes,Common_English
actually,actually,Common_English
american,american,Common_English
later,later,Common_English
less,less,Common_English
party,party,Common_English
run,run,Common_English
says,says,Common_English
service,service,Common_English
shit,shit,Common_English
thank,thank,Common_English
children,children,Common_English
everyone,everyone,Common_English
general,general,Common_English
theyre,theyre,Common_English
trying,trying,Common_English
united,united,Common_English
using,using,Common_English
black,black,Common_English
following,following,Common_English
law,law,Common_English
makes,makes,Common_English
together,together,Common_English
war,war,Common_English
whole,whole,Common_English
five,five,Common_English
maybe,maybe,Common_English
per,per,Common_English
working,working,Common_English
course,course,Common_English
games,games,Common_English
health,health,Common_English
important,important,Common_English
least,least,Common_English
means,means,Common_English
news,news,Common_English
within,within,Common_English
able,able,Common_English
early,early,Common_English
friends,friends,Common_English
ill,ill,Common_English
information,information,Common_English
local,local,Common_English
oh,oh,Common_English
post,post,Common_English
thanks,thanks,Common_English
video,video,Common_English
young,young,Common_English
ago,ago,Common_English
others,others,Common_English
social,social,Common_English
talk,talk,Common_English
court,court,Common_English
given,given,Common_English
guys,guys,Common_English
half,half,Common_English
isnt,isnt,Common_English
often,often,Common_English
single,single,Common_English
become,become,Common_English
coming,coming,Common_English
control,control,Common_English
death,death,Common_English
guy,guy,Common_English
hours,hours,Common_English
pay,pay,Common_English
south,south,Common_English
true,true,Common_English
almost,almost,Common_English
fuck,fuck,Common_English
history,history,Common_English
known,known,Common_English
large,large,Common_English
lost,lost,Common_English
research,research,Common_English
several,several,Common_English
started,started,Common_English
taking,taking,Common_English
university,university,Common_English
win,win,Common_English
wrong,wrong,Common_English
along,along,Common_English
anyone,anyone,Common_English
else,else,Common_English
girl,girl,Common_English
john,john,Common_English
matter,matter,Common_English
pretty,pretty,Common_English
bit,bit,Common_English
hit,hit,Common_English
needs,needs,Common_English
nice,nice,Common_English
playing,playing,Common_English
probably,probably,Common_English
saying,saying,Common_English
yeah,yeah,Common_English
york,york,Common_English
class,class,Common_English
comes,comes,Common_English
id,id,Common_English
international,international,Common_English
looks,looks,Common_English
past,past,Common_English
possible,possible,Common_English
wanted,wanted,Common_English
cause,cause,Common_English
due,due,Common_English
happy,happy,Common_English
human,human,Common_English
members,members,Common_English
months,months,Common_English
series,series,Common_English
wait,wait,Common_English
ask,ask,Common_English
community,community,Common_English
data,data,Common_English
late,late,Common_English
leave,leave,Common_English
north,north,Common_English
special,special,Common_English
watch,watch,Common_English
wont,wont,Common_English
either,either,Common_English
fucking,fucking,Common_English
future,future,Common_English
low,low,Common_English
million,million,Common_English
police,police,Common_English
short,short,Common_English
stay,stay,Common_English
taken,taken,Common_English
buy,buy,Common_English
deal,deal,Common_English
rather,rather,Common_English
red,red,Common_English
report,report,Common_English
soon,soon,Common_English
third,third,Common_English
whether,whether,Common_English
among,among,Common_English
check,check,Common_English
development,development,Common_English
form,form,Common_English
further,further,Common_English
minutes,minutes,Common_English
myself,myself,Common_English
services,services,Common_English
yourself,yourself,Common_English
act,act,Common_English
although,although,Common_English
asked,asked,Common_English
fun,fun,Common_English
living,living,Common_English
major,major,Common_English
media,media,Common_English
players,players,Common_English
art,art,Common_English
behind,behind,Common_English
building,building,Common_English
easy,easy,Common_English
gonna,gonna,Common_English
near,near,Common_English
non,non,Common_English
political,political,Common_English
quite,quite,Common_English
six,six,Common_English
talking,talking,Common_English
west,west,Common_English
works,works,Common_English
according,according,Common_English
available,available,Common_English
education,education,Common_English
final,final,Common_English
former,former,Common_English
front,front,Common_English
kids,kids,Common_English
list,list,Common_English
ready,ready,Common_English
sometimes,sometimes,Common_English
son,son,Common_English
wasnt,wasnt,Common_English
college,college,Common_English
current,current,Common_English
experience,experience,Common_English
heard,heard,Common_English
london,london,Common_English
meet,meet,Common_English
program,program,Common_English
baby,baby,Common_English
father,father,Common_English
march,march,Common_English
process,process,Common_English
shes,shes,Common_English
song,song,Common_English
study,study,Common_English
across,across,Common_English
action,action,Common_English
clear,clear,Common_English
gave,gave,Common_English
gets,gets,Common_English
himself,himself,Common_English
outside,outside,Common_English
self,self,Common_English
students,students,Common_English
words,words,Common_English
board,board,Common_English
cost,cost,Common_English
cut,cut,Common_English
dr,dr,Common_English
field,field,Common_English
held,held,Common_English
instead,instead,Common_English
main,main,Common_English
moment,moment,Common_English
mother,mother,Common_English
seems,seems,Common_English
thinking,thinking,Common_English
wants,wants,Common_English
de,de,Common_English
department,department,Common_English
fight,fight,Common_English
fine,fine,Common_English
force,force,Common_English
issue,issue,Common_English
played,played,Common_English
points,points,Common_English
price,price,Common_English
re,re,Common_English
rest,rest,Common_English
results,results,Common_English
shows,shows,Common_English
summer,summer,Common_English
term,term,Common_English
wife,wife,Common_English
america,america,Common_English
beautiful,beautiful,Common_English
date,date,Common_English
goes,goes,Common_English
killed,killed,Common_English
land,land,Common_English
miss,miss,Common_English
project,project,Common_English
sex,sex,Common_English
shot,shot,Common_English
site,site,Common_English
strong,strong,Common_English
youll,youll,Common_English
account,account,Common_English
co,co,Common_English
especially,especially,Common_English
eyes,eyes,Common_English
include,include,Common_English
june,june,Common_English
parents,parents,Common_English
period,period,Common_English
position,position,Common_English
record,record,Common_English
similar,similar,Common_English
total,total,Common_English
above,above,Common_English
club,club,Common_English
common,common,Common_English
died,died,Common_English
film,film,Common_English
happened,happened,Common_English
knew,knew,Common_English
lead,lead,Common_English
likely,likely,Common_English
military,military,Common_English
perfect,perfect,Common_English
personal,personal,Common_English
security,security,Common_English
share,share,Common_English
st,st,Common_English
tv,tv,Common_English
whats,whats,Common_English
won,won,Common_English
april,april,Common_English
county,county,Common_English
couple,couple,Common_English
dead,dead,Common_English
english,english,Common_English
happen,happen,Common_English
hold,hold,Common_English
industry,industry,Common_English
inside,inside,Common_English
issues,issues,Common_English
online,online,Common_English
player,player,Common_English
private,private,Common_English
problems,problems,Common_English
return,return,Common_English
rights,rights,Common_English
sense,sense,Common_English
test,test,Common_English
view,view,Common_English
weeks,weeks,Common_English
break,break,Common_English
british,british,Common_English
companies,companies,Common_English
event,event,Common_English
higher,higher,Common_English
hour,hour,Common_English
member,member,Common_English
middle,middle,Common_English
needed,needed,Common_English
present,present,Common_English
sorry,sorry,Common_English
takes,takes,Common_English
training,training,Common_English
wish,wish,Common_English
wouldnt,wouldnt,Common_English
boy,boy,Common_English
design,design,Common_English
finally,finally,Common_English
girls,girls,Common_English
gone,gone,Common_English
guess,guess,Common_English
interest,interest,Common_English
july,july,Common_English
king,king,Common_English
policy,policy,Common_English
society,society,Common_English
added,added,Common_English
al,al,Common_English
alone,alone,Common_English
average,average,Common_English
brought,brought,Common_English
certain,certain,Common_English
east,east,Common_English
hands,hands,Common_English
hot,hot,Common_English
lets,lets,Common_English
longer,longer,Common_English
medical,medical,Common_English
original,original,Common_English
press,press,Common_English
received,received,Common_English
role,role,Common_English
sent,sent,Common_English
themselves,themselves,Common_English
tried,tried,Common_English
worked,worked,Common_English
worth,worth,Common_English
areas,areas,Common_English
became,became,Common_English
bill,bill,Common_English
books,books,Common_English
cool,cool,Common_English
director,director,Common_English
exactly,exactly,Common_English
giving,giving,Common_English
meeting,meeting,Common_English
provide,provide,Common_English
questions,questions,Common_English
relationship,relationship,Common_English
september,september,Common_English
source,source,Common_English
usually,usually,Common_English
value,value,Common_English
evidence,evidence,Common_English
follow,follow,Common_English
lives,lives,Common_English
official,official,Common_English
ok,ok,Common_English
production,production,Common_English
rate,rate,Common_English
round,round,Common_English
save,save,Common_English
stand,stand,Common_English
stuff,stuff,Common_English
tax,tax,Common_English
whatever,whatever,Common_English
blue,blue,Common_English
countries,countries,Common_English
david,david,Common_English
drive,drive,Common_English
eat,eat,Common_English
fall,fall,Common_English
fast,fast,Common_English
federal,federal,Common_English
feeling,feeling,Common_English
felt,felt,Common_English
green,green,Common_English
league,league,Common_English
management,management,Common_English
match,match,Common_English
model,model,Common_English
step,step,Common_English
youve,youve,Common_English
central,central,Common_English
changes,changes,Common_English
england,england,Common_English
forward,forward,Common_English
groups,groups,Common_English
hey,hey,Common_English
mom,mom,Common_English
page,page,Common_English
paid,paid,Common_English
range,range,Common_English
review,review,Common_English
science,science,Common_English
trade,trade,Common_English
uk,uk,Common_English
upon,upon,Common_English
various,various,Common_English
attention,attention,Common_English
brother,brother,Common_English
cannot,cannot,Common_English
character,character,Common_English
chief,chief,Common_English
havent,havent,Common_English
james,james,Common_English
led,led,Common_English
looked,looked,Common_English
lower,lower,Common_English
natural,natural,Common_English
october,october,Common_English
property,property,Common_English
quality,quality,Common_English
send,send,Common_English
style,style,Common_English
vote,vote,Common_English
amazing,amazing,Common_English
august,august,Common_English
blood,blood,Common_English
china,china,Common_English
complete,complete,Common_English
economic,economic,Common_English
hell,hell,Common_English
involved,involved,Common_English
itself,itself,Common_English
language,language,Common_English
lord,lord,Common_English
november,november,Common_English
oil,oil,Common_English
related,related,Common_English
serious,serious,Common_English
stage,stage,Common_English
terms,terms,Common_English
title,title,Common_English
add,add,Common_English
article,article,Common_English
attack,attack,Common_English
born,born,Common_English
couldnt,couldnt,Common_English
damn,damn,Common_English
decided,decided,Common_English
decision,decision,Common_English
enjoy,enjoy,Common_English
entire,entire,Common_English
